filename,cluster,x,y
Lena Funcke_2020_Dimensional Expressivity Analysis of Parametric Qu_intro.txt,14,0.3396476,3.7260106
Lena Funcke_2020_Measurement Error Mitigation in Quantum Computers _intro.txt,-1,-1.1271465,6.868916
Lena Funcke_2022_Exploring the phase structure of the multi-flavor _intro.txt,14,-1.3820623,4.2049875
Lennart Bittel_2022_Optimizing the depth of variational quantum algori_intro.txt,-1,-1.8503426,4.997159
Leonard Goff_2012_Classical simulation of measurement-based quantum _intro.txt,17,1.6415111,8.469197
Leonardo Banchi_2015_Quantum gate learning in engineered qubit networks_intro.txt,4,-1.577861,2.3797452
Leonardo Banchi_2016_Supervised quantum gate _teaching_ for quantum har_intro.txt,4,-1.5497857,2.3652163
Leonid L. Vaksman_1995_Intertwining Operators And Quantum Homogeneous Spa_intro.txt,0,5.6518273,3.319603
Lev Ioffe_2006_Asymmetric quantum error correcting codes_intro.txt,30,-0.7254176,8.025359
Lev Vaidman_2007_Counterfactuals in Quantum Mechanics_intro.txt,12,3.943069,3.4149008
Léa Bittmann_2019_Quantum Grothendieck rings as quantum cluster alge_intro.txt,0,5.8577604,3.2337122
Li Gao_2023_Sufficient statistic and recoverability via Quantu_intro.txt,16,3.2195137,2.8744612
Li Yang_2003_Quantum no-key protocol for direct and secure tran_intro.txt,5,1.6993229,1.2837756
Li Yang_2007_An Upper Bound to the Number of Gates on Single Qu_intro.txt,-1,-0.7854934,7.67768
Li Yang_2010_Full quantum treatment of Rabi oscillation driven _intro.txt,-1,0.26970097,5.5907373
Li-Na Ji_2021_Noncyclic Geometric Quantum Gates with Smooth Path_intro.txt,22,1.1722713,6.052583
Lian-Ao Wu_2007_Self-Protected Quantum Algorithms Based on Quantum_intro.txt,24,-1.216736,5.5926685
Liang Jiang_2007_Anyonic interferometry and protected memories in a_intro.txt,20,1.7417884,4.3330803
Liang-Liang Wang_2016_Topological Superfluidity of Spin-Orbit Coupled Bi_intro.txt,10,2.4628105,5.8767724
Liangyu Chen_2024_Fast unconditional reset and leakage reduction in _intro.txt,-1,1.4327531,6.1476946
Lin Jiao_2023_Quantum metrology in the noisy intermediate-scale _intro.txt,-1,-1.5472801,6.6814575
Lin Lin_2021_Heisenberg-limited ground state energy estimation _intro.txt,14,-1.0479697,4.5788336
Lin Sok_2022_Hulls of special typed linear codes and constructi_intro.txt,23,-0.53805447,9.924997
Ling Hu_2018_Demonstration of quantum error correction and univ_intro.txt,29,0.3523976,7.1704416
Ling Hu_2018_Experimental repetitive quantum channel simulation_intro.txt,-1,-0.19047531,4.8595543
Ling-Yun Huang_2022_A kind of quantum dialogue protocols without infor_intro.txt,5,1.8536354,1.6788872
Linghang Kong_2021_Charge-conserving unitaries typically generate opt_intro.txt,-1,3.9656851,4.477105
Linghang Kong_2021_Near-optimal covariant quantum error-correcting co_intro.txt,31,-1.1388994,8.923554
Lingling Lao_2019_Fault-tolerant Quantum Error Correction on Near-te_intro.txt,-1,-0.21301761,7.1109033
Linnea Grans-Samuelsson_2023_Improved Pairwise Measurement-Based Surface Code_intro.txt,17,1.3159572,8.447402
Linshu Li_2019_Designing good bosonic quantum codes via creating _intro.txt,18,2.1491823,9.582022
Lisa Hänggli_2020_Enhanced noise resilience of the surface-GKP code _intro.txt,18,1.7726867,9.109411
Logan E. Hillberry_2024_Integrability of Goldilocks quantum cellular autom_intro.txt,-1,-0.25778174,4.4491463
Loic Henriet_2020_Quantum computing with neutral atoms_intro.txt,20,1.7837387,5.0055532
Long Huang_2017_Performance of five-qubit code for arbitrary error_intro.txt,-1,-1.0103024,8.142225
Long Huang_2021_Classification and purification for the independen_intro.txt,31,-1.3253036,8.239716
Long Huang_2021_New construction of nine-qubit error-correcting co_intro.txt,-1,-0.6797226,8.232047
Long Huang_2022_The advantage of the concatenated three-qubit code_intro.txt,-1,-1.0174947,8.173921
Lorenza Viola_2003_A note on verification procedures for quantum nois_intro.txt,25,-1.7944689,7.435641
Lorenzo Valentini_2023_Performance Analysis of Quantum Error-Correcting S_intro.txt,17,1.5727828,8.815308
Lorenzo Valentini_2025_Cylindrical and Möbius Quantum Codes for Asymmetri_intro.txt,17,1.6146578,8.75462
"Louis Kauffman_2010_Oriented Quantum Algebras and Coalgebras, Invarian_intro.txt",0,5.5958967,3.5241818
Lov Grover_2003_How significant are the known collision and elemen_intro.txt,14,0.41403612,3.3554423
Lu Li_2022_Wasserstein Complexity of Quantum Circuits_intro.txt,14,0.6533086,3.8068163
Lu-Ming Duan_1998_Pulse controlled noise suppressed quantum computat_intro.txt,24,-0.9554409,5.579507
Lu-Ming Duan_1998_Quantum error avoiding codes versus quantum error _intro.txt,30,-0.3979925,8.773014
Lu-Ming Duan_1998_Reducing spatially correlated noise and decoherenc_intro.txt,-1,-0.4564467,5.721914
Luca Apadula_2022_No-signalling constrains quantum computation with _intro.txt,0,5.402697,3.0740387
Luca Asproni_2019_Accuracy and minor embedding in subqubo decomposit_intro.txt,14,-0.84566784,2.9425652
Luca Razzoli_2024_Cyclic solid-state quantum battery- Thermodynamic _intro.txt,11,2.3108954,4.1885657
Lucas Berent_2023_Decoding quantum color codes with MaxSAT_intro.txt,19,2.4521136,9.063223
Lucas Lamata_2020_Quantum machine learning and quantum biomimetics- _intro.txt,4,-1.8049093,2.615719
Lucas Lamata_2024_Quantum memristors for neuromorphic quantum machin_intro.txt,4,-1.8916643,2.8871577
Lucia Schwarz_2013_Error models in quantum computation- an applicatio_intro.txt,24,-2.629227,5.7651186
Ludwig Nützel_2024_Solving an Industrially Relevant Quantum Chemistry_intro.txt,14,-0.8422755,4.6293974
Luka Skoric_2022_Parallel window decoding enables scalable fault to_intro.txt,29,0.36593512,6.624762
Lukas Franken_2020_Quantum Circuit Evolution on NISQ Devices_intro.txt,14,-0.55012786,4.1321816
Luke C. G. Govia_2016_Quantum Simulation of a Quantum Stochastic Walk_intro.txt,1,0.3532062,1.7757053
Luowen Qian_2024_Hard Quantum Extrapolations in Quantum Cryptograph_intro.txt,5,1.5298445,0.9999569
Lúcio Fassarella_2011_Dispersive Quantum Systems- a class of isolated no_intro.txt,12,3.6851387,3.357084
M. A. Fogarty_2015_Non-exponential Fidelity Decay in Randomized Bench_intro.txt,24,-2.5422761,5.5715094
M. A. Nielsen_1996_The entanglement fidelity and quantum error correc_intro.txt,25,-1.7131522,8.142136
M. A. Nielsen_1997_Information-theoretic approach to quantum error co_intro.txt,-1,4.2025104,3.024316
M. A. Nielsen_2000_Quantum information theory_intro.txt,16,3.2931418,2.8598714
M. AbuGhanem_2024_Google Quantum AI's Quest for Error-Corrected Quan_intro.txt,-1,-1.9394592,3.8493643
"M. AbuGhanem_2024_IBM Quantum Computers- Evolution, Performance, and_intro.txt",-1,0.43422535,4.242949
M. AbuGhanem_2024_Photonic Quantum Computers_intro.txt,-1,1.4307485,4.167578
M. AbuGhanem_2025_A Toffoli Gate Decomposition via Echoed Cross-Reso_intro.txt,-1,1.4874563,6.804843
M. B. Hastings_2020_The Power of Adiabatic Quantum Computation with No_intro.txt,14,-0.3606693,3.3443532
M. B. Plenio_1996_Decoherence limits to quantum computation using tr_intro.txt,22,0.3743524,5.4176526
M. B. Plenio_1996_Quantum error correction in the presence of sponta_intro.txt,30,-0.5965455,8.677158
M. Biskup_1996_Decoherence and Efficiency of Quantum Error Correc_intro.txt,27,-0.8909442,7.106444
M. Cerezo_2023_Challenges and Opportunities in Quantum Machine Le_intro.txt,4,-1.962448,2.603161
M. Daoud_2012_Quantum discord for multipartite coherent states i_intro.txt,2,3.197903,4.674154
M. Dugic_2006_What is _system_- the information-theoretic argume_intro.txt,16,3.3740275,2.7273157
M. Emre Sahin_2025_Qiskit Machine Learning- an open-source library fo_intro.txt,4,-1.9164553,2.9231653
M. I. Dyakonov_2006_Is Fault-Tolerant Quantum Computation Really Possi_intro.txt,28,-0.16959052,6.690969
M. I. Samar_2023_Modelling of q-deformed harmonic oscilator on quan_intro.txt,12,4.2253675,3.3983827
M. J. Testolin_2007_A precise CNOT gate in the presence of large fabri_intro.txt,22,1.0455947,5.9834223
M. Laforest_2006_Using error correction to determine the noise mode_intro.txt,-1,-0.79356366,8.05129
M. Lagraa_1999_On the Quantum Lorentz Group_intro.txt,0,5.9867396,3.1381779
M. Mohseni_2004_Fault-Tolerant Quantum Computation via Exchange in_intro.txt,26,0.16009817,7.641987
M. Morgado_2020_Quantum simulation and computing with Rydberg-inte_intro.txt,22,0.60587895,5.5437794
M. Paini_2000_Quantum Tomography Via Group Theory_intro.txt,0,5.857417,3.104157
M. Peruzzo_2020_Surpassing the resistance quantum with a geometric_intro.txt,-1,1.9004294,5.634189
M. S. Leifer_2005_Nondeterministic testing of Sequential Quantum Log_intro.txt,-1,1.4514204,2.9379454
M. Stramacchia_2019_Speedup of adiabatic multiqubit state-transfer by _intro.txt,10,2.0354364,5.5302253
M. T. Bell_2012_Quantum Superinductor with Tunable Non-Linearity_intro.txt,21,1.5355998,5.806682
M. Veldhorst_2016_Silicon CMOS architecture for a spin-based quantum_intro.txt,22,1.0554836,6.0404525
M. Zwerger_2013_Hybrid architecture for encoded measurement-based _intro.txt,29,0.20359698,6.4659467
"M. Zyskin_1995_Quantum Sturm-Liouville Equation, Quantum Resolven_intro.txt",0,5.5605865,3.319978
Mahabubul Alam_2019_Addressing Temporal Variations in Qubit Quality Me_intro.txt,-1,-1.705186,3.3034546
Mahabubul Alam_2019_Analysis of Quantum Approximate Optimization Algor_intro.txt,14,-0.80593055,3.4939015
Mahdi Chehimi_2021_Quantum Federated Learning with Quantum Data_intro.txt,4,-1.8186125,2.5717874
Mahdi Chehimi_2022_Quantum Semantic Communications for Resource-Effic_intro.txt,4,-2.0218952,2.9013758
Mahmoud Mahdian_2013_Effect of Quantum correlation on Perfect K pair Qu_intro.txt,-1,1.9611654,2.2401905
Maicon Pierre Lourenço_2024_Exploring Quantum Active Learning for Materials De_intro.txt,9,2.3959029,5.176097
Maika Takita_2017_Experimental demonstration of fault-tolerant state_intro.txt,29,0.3411376,7.196653
Mainak Ghosh_2024_Quantum Sets of Compact Quantum Groups_intro.txt,0,5.899357,3.0733407
Mainak Roy_2024_Simulating open quantum systems using noise models_intro.txt,-1,-1.0433551,5.220924
Makoto Yamaguchi_2011_Photonic Quantum Computation with Waveguide-Linked_intro.txt,20,1.4856801,4.5768046
Maksym Prodius_2023_Robust design under uncertainty in quantum error m_intro.txt,24,-2.358611,5.327379
Man-Duen Choi_2005_Quantum Error Correcting Codes From The Compressio_intro.txt,31,-1.1794642,9.093779
Man-Duen Choi_2008_The multiplicative domain in quantum error correct_intro.txt,31,-1.0509346,9.210599
Man-Hong Yung_2007_Independent Noise Approximation for Spin-Boson Dec_intro.txt,-1,-0.97253656,6.725682
Manabendra N. Bera_2014_Quantum Fisher information as the measure of Gauss_intro.txt,-1,3.1302898,3.5967135
Manabendra N. Bera_2014_Role of quantum correlation in metrology beyond st_intro.txt,-1,3.0240526,3.7926679
Manabu Hagiwara_2011_Spatially Coupled Quasi-Cyclic Quantum LDPC Codes_intro.txt,30,-0.3086555,8.768836
Manpreet Singh Jattana_2020_General error mitigation for quantum circuits_intro.txt,24,-1.1459138,5.907829
Mansur Ziiatdinov_2023_GAPs for Shallow Implementation of Quantum Finite _intro.txt,14,-0.37179574,4.163072
Manuel G. Algaba_2023_Low-depth simulations of fermionic systems on squa_intro.txt,17,1.6932862,7.586117
Manuel Rispler_2024_The random coupled-plaquette gauge model and the s_intro.txt,-1,1.8262212,9.116642
Manwen Liao_2023_Noise-Agnostic Quantum Error Mitigation with Data _intro.txt,-1,-2.1830897,4.673225
Mao Hoshino_2025_Finite index quantum subgroups of discrete quantum_intro.txt,0,5.8943777,3.0969229
Marc Serra-Peralta_2025_Decoding across transversal Clifford gates in the _intro.txt,18,1.9872175,9.419559
Marc-Antoine Lemonde_2024_Hardware-Efficient Fault Tolerant Quantum Computin_intro.txt,-1,0.7763573,7.0395813
Marcel Bergmann_2016_Quantum error correction against photon loss using_intro.txt,30,-0.70038074,7.9012065
Marcel Seelbach Benkner_2021_Adiabatic Quantum Graph Matching with Permutation _intro.txt,3,2.9265468,8.173531
Marcello Benedetti_2017_Quantum-assisted Helmholtz machines- A quantum-cla_intro.txt,4,-2.0002236,2.8426464
Marcello Caleffi_2019_Quantum Switch for the Quantum Internet- Noiseless_intro.txt,13,1.8314607,2.2453117
Marcello Caleffi_2025_Quantum Transduction- Enabling Quantum Networking_intro.txt,13,1.6868235,2.2238493
Marcello Terraneo_2003_Imperfection effects for multiple applications of _intro.txt,-1,-0.543183,7.1886344
Marco Chiani_2021_Short Codes for Quantum Channels with One Prevalen_intro.txt,30,-0.5820044,8.746513
Marco Fellous-Asiani_2021_The resource cost of large scale quantum computing_intro.txt,2,3.3269136,4.8644037
"Marco Lewis_2021_Formal Verification of Quantum Programs- Theory, T_intro.txt",7,1.1012712,2.4880185
Marco Marcozzi_2021_Quantum Consensus- an overview_intro.txt,5,1.4564748,1.4657447
Marco Piani_2015_Hierarchy of efficiently computable and faithful l_intro.txt,15,2.6903222,3.2299924
Marcus Silva_2005_Thresholds for Linear Optics Quantum Computing wit_intro.txt,28,-0.06335276,6.926259
Marek Kowalik_2024_Efficient Hamiltonian Simulation- A Utility Scale _intro.txt,14,-1.4757006,4.2664633
Marek Michalewicz_2023_Attempt to Salvage Multi-million Dollars of Ill-co_intro.txt,2,3.6112056,5.143061
Marek Miller_2022_The power of noisy quantum states and the advantag_intro.txt,13,2.2346988,2.5205407
Marek Pechal_2021_Direct implementation of a perceptron in supercond_intro.txt,9,2.2482448,5.105576
Maria Heloísa Fraga da Silva_2023_Effect of pure dephasing quantum noise in the quan_intro.txt,14,-0.2341904,2.7915409
Maria Schuld_2018_Evaluating analytic gradients on quantum hardware_intro.txt,14,-0.84376645,3.8538556
Maria Schuld_2019_A quantum hardware-induced graph kernel based on G_intro.txt,4,-2.3410559,2.6529527
Maria Schuld_2021_Supervised quantum machine learning models are ker_intro.txt,4,-2.3301125,2.662644
Maria Violaris_2023_A Physics Lab Inside Your Head- Quantum Thought Ex_intro.txt,-1,3.3442338,3.7191978
Marie Ericsson_2004_Measurement of geometric phase for mixed states us_intro.txt,11,2.1955688,4.1893144
Marie Lalire_2004_A Process Algebraic Approach to Concurrent and Dis_intro.txt,7,1.2339172,2.6027281
Mariia Mykhailova_2022_Developing Programming Assignments for Teaching Qu_intro.txt,14,0.38306746,2.8842723
Mario Mastriani_2020_Fourier's quantum information processing_intro.txt,16,2.8082922,2.5310967
Mario Motta_2021_Emerging quantum computing algorithms for quantum _intro.txt,14,-1.0434123,4.0292044
Mario Szegedy_2022_Quantum advantage for combinatorial optimization p_intro.txt,-1,-0.21225655,6.532217
Marius Junge_2004_Universal collective rotation channels and quantum_intro.txt,-1,-1.4555931,8.752866
Marius Krumm_2022_Quantum teleportation of quantum causal structures_intro.txt,13,1.9305203,2.4772584
Marius Rafailescu_2017_Fault Tolerant Leader Election in Distributed Syst_intro.txt,3,2.9476008,7.963548
Mark Hillery_2009_Quantum Machines_intro.txt,-1,1.1038938,2.863568
Mark Howard_2014_Contextuality supplies the magic for quantum compu_intro.txt,8,2.450862,7.139267
Mark Howard_2015_Small Codes for Magic State Distillation_intro.txt,8,2.4261904,7.144066
Mark Howard_2016_Application of a resource theory for magic states _intro.txt,8,2.3377259,7.174413
Mark M. Wilde_2007_Entanglement-Assisted Quantum Error Correction wit_intro.txt,-1,-0.93676955,7.8175454
Mark M. Wilde_2008_Linear-Optical Hyperentanglement-Assisted Quantum _intro.txt,27,-0.63418776,7.657583
Mark M. Wilde_2008_Quantum Coding with Entanglement_intro.txt,2,3.7212646,4.8938584
Mark M. Wilde_2008_Quantum Forbidden-Interval Theorems for Stochastic_intro.txt,-1,2.4096923,3.1691012
Mark M. Wilde_2009_Nonlocal quantum information in bipartite quantum _intro.txt,-1,-0.074282914,8.267818
Mark Steudtner_2023_Fault-tolerant quantum computation of molecular ob_intro.txt,14,-0.9592329,3.8944373
Mark Webster_2024_Engineering Quantum Error Correction Codes Using E_intro.txt,30,-0.14673178,8.660612
Mark Zhandry_2017_Quantum Lightning Never Strikes the Same State Twi_intro.txt,5,1.5238599,0.9931268
Marko J. Rančić_2019_Entangling Spins in Double Quantum Dots and Majora_intro.txt,10,2.4938061,5.9401383
Markus Faulhuber_2024_Quantum paving- When sphere packings meet Gabor fr_intro.txt,0,5.742755,3.3197045
Markus Grassl_1999_Cyclic Quantum Error-Correcting Codes and Quantum _intro.txt,30,-0.39759433,9.148971
Markus Grassl_1999_Quantum BCH Codes_intro.txt,30,-0.51421773,9.285579
Markus Grassl_1999_Quantum Reed-Solomon Codes_intro.txt,-1,-0.47293562,9.607987
Markus Grassl_2002_Efficient Quantum Circuits for Non-Qubit Quantum E_intro.txt,30,-0.6721674,8.605987
Markus Grassl_2007_Quantum Block and Convolutional Codes from Self-or_intro.txt,30,-0.33299983,9.395985
Markus Grassl_2009_Generalized Concatenation for Quantum Codes_intro.txt,30,-0.41972384,9.322658
Markus Grassl_2013_Leveraging Automorphisms of Quantum Codes for Faul_intro.txt,26,0.2433194,7.9615264
Markus Grassl_2015_Quantum Error-Correcting Codes for Qudit Amplitude_intro.txt,30,-0.6327884,8.464533
Markus Grassl_2020_Entropic proofs of Singleton bounds for quantum er_intro.txt,23,-0.7891364,9.659739
Martin J. A. Schuetz_2024_Quantum Compilation Toolkit for Rydberg Atom Array_intro.txt,22,0.46035898,5.6526804
Martin Koppenhöfer_2019_Quantum Synchronization on the IBM Q System_intro.txt,-1,2.854991,4.0037527
Martin Leslie_2013_Hypermap-Homology Quantum Codes (Ph.D. thesis)_intro.txt,2,3.7635133,5.078231
Martin Plazanet_2024_Optimizing Unitary Coupled Cluster Wave Functions _intro.txt,14,-1.1941394,3.5779727
Martin Suchara_2013_Comparing the Overhead of Topological and Concaten_intro.txt,-1,-0.215866,7.501987
Martino Lupini_2017_Nonlocal Games and Quantum Permutation Groups_intro.txt,0,5.2350836,2.6062317
Masahiro O. Takahashi_2021_Topological Nematic Phase Transition in Kitaev Mag_intro.txt,17,1.8249758,8.389068
Masahito Hayashi_2005_Characterization of several kinds of quantum analo_intro.txt,16,3.1585665,2.8027709
Masahito Hayashi_2024_Alexander S. Holevo's Researches in Quantum Inform_intro.txt,16,3.2846398,2.731884
Masakazu Yoshida_2015_Solution to the mean king's problem using quantum _intro.txt,30,-0.6536366,9.065214
Masakazu Yoshida_2017_Solutions to the mean king's problem- higher-dimen_intro.txt,30,-0.6665611,9.0991955
Masanori Ohya_1998_A mathematical foundation of quantum information a_intro.txt,16,2.8906767,2.6737647
Masanori Ohya_2004_On Quantum Capacity and its Bound_intro.txt,16,2.7717025,2.4676328
Masayuki Ohzeki_2012_Error threshold estimates for surface code with lo_intro.txt,17,1.1773648,8.597235
Massimiliano Incudini_2023_Resource Saving via Ensemble Techniques for Quantu_intro.txt,4,-1.9840968,2.6893027
Massoud Amini_2003_Quantum error-correction codes on Abelian groups_intro.txt,5,1.6141115,1.0393332
Mateusz T. Mądzik_2021_Precision tomography of a three-qubit donor quantu_intro.txt,-1,1.0111037,5.25068
Mateusz Wasilewski_2023_On quantum Cayley graphs_intro.txt,0,5.366032,2.670341
Matheus Guedes de Andrade_2021_A quantum walk control plane for distributed quant_intro.txt,7,0.9601628,1.9300601
Matheus Guedes de Andrade_2023_Universal Quantum Walk Control Plane for Quantum N_intro.txt,7,0.92664677,1.9294945
Mathias H. Metsch_2019_Initialization and Readout of Nuclear Spins via ne_intro.txt,20,1.334312,5.0500784
Matt McEwen_2023_Relaxing Hardware Requirements for Surface Code Ci_intro.txt,-1,1.8416889,6.7113814
Matteo Antonio Inajetovic_2023_Enabling Non-Linear Quantum Operations through Var_intro.txt,14,-1.2492261,3.6145706
Matteo Carlesso_2020_Current tests of collapse models- How far can we p_intro.txt,15,2.844058,3.362437
Matteo Carlesso_2024_Lecture Notes on Quantum Algorithms in Open Quantu_intro.txt,14,-0.13578928,2.9558144
Matteo Ippoliti_2014_A Perturbative Approach to Continuous-Time Quantum_intro.txt,24,-2.3875804,5.469557
Matteo Robbiati_2022_A quantum analytical Adam descent through paramete_intro.txt,4,-1.5777545,2.9736693
Matteo Robbiati_2023_Real-time error mitigation for variational optimiz_intro.txt,-1,-1.7551591,3.7016447
Matthew A. Graydon_2011_Quaternionic Quantum Dynamics on Complex Hilbert S_intro.txt,16,3.2313604,2.7314558
Matthew Amy_2016_Estimating the cost of generic quantum pre-image a_intro.txt,-1,0.15993325,2.489798
Matthew B. Hastings_2021_Dynamically Generated Logical Qubits_intro.txt,26,0.17386083,8.012749
Matthew Ho_2021_Enhancing quantum models of stochastic processes w_intro.txt,24,-1.8453798,6.019356
Matthew J. Reagor_2022_Hardware optimized parity check gates for supercon_intro.txt,-1,1.650502,5.996596
Matthew Otten_2020_Impacts of Noise and Structure on Quantum Informat_intro.txt,-1,2.474851,2.861104
Matthew Prest_2023_Quantum-Error-Mitigated Detectable Byzantine Agree_intro.txt,5,1.5630106,1.3519907
Matthew Winnel_2023_Ultimate-rate quantum repeaters for quantum commun_intro.txt,13,1.7975978,2.900344
Matthias Christandl_2024_Fault-tolerant quantum input-output_intro.txt,29,0.20996512,6.593834
Matthias Deiml_2024_Quantum Realization of the Finite Element Method_intro.txt,14,-1.0831859,3.6152117
Matthias Englbrecht_2020_Symmetries and entanglement of stabilizer states_intro.txt,25,-1.9178431,7.928851
Mauricio Gutiérrez_2014_Comparison of a quantum error correction threshold_intro.txt,-1,1.3487517,9.60277
Maurits S. J. Tepaske_2023_Compressed quantum error mitigation_intro.txt,24,-1.5116404,5.7920856
Mauritz Kop_2025_Towards an Atomic Agency for Quantum-AI_intro.txt,5,1.2981217,1.1629398
Mauro B. Pozzobom_2018_Preparing tunable Bell-diagonal states on a quantu_intro.txt,15,2.8367915,3.2597525
Maxim Raginsky_2003_Scaling and renormalization in fault-tolerant quan_intro.txt,28,-0.12988168,6.748071
Maxim Vybornov_1996_On quantum Jacobi identity_intro.txt,0,5.6919856,3.4436104
Maximilian Krahn_2023_Projected Stochastic Gradient Descent with Quantum_intro.txt,4,-1.6134411,2.8633413
Maximilian Reichert_2021_Nonlinear quantum error correction_intro.txt,25,-1.8104688,7.670681
Maxwell Aifer_2022_From quantum speed limits to energy-efficient quan_intro.txt,14,-0.37903786,3.1763837
Maxwell Aifer_2024_Error Mitigation for Thermodynamic Computing_intro.txt,24,-2.4109857,5.4927874
Mazhar Ali_2010_Quantum discord for a two-parameter class of state_intro.txt,15,2.748691,3.2079008
Mário Silva_2021_A coherence-witnessing game and applications to se_intro.txt,5,1.5940269,1.0627117
Mehrdad Kalantar_2015_Open quantum subgroups of locally compact quantum _intro.txt,0,5.820081,3.0147433
Meng Cao_2020_Galois hulls of MDS codes and their quantum error _intro.txt,23,-0.5699592,9.906993
Meng Li_2023_Evolution of Quantum Resources in Quantum-walk-bas_intro.txt,1,0.5332435,1.63192
Meng Qin_2020_Distribution of quantum coherence and quantum phas_intro.txt,11,2.6692588,3.792523
Meng-Jun Hu_2016_Unified view of quantum amplification based on qua_intro.txt,16,3.3575392,2.8553712
Menglong Fang_2024_Quantum memory based on concatenating surface code_intro.txt,-1,1.1457096,7.853679
Michael A. Jones_2023_Precision ground-state energy calculation for the _intro.txt,14,-1.3186848,4.350862
Michael A. Levin_2004_String-net condensation- A physical mechanism for _intro.txt,10,2.7423985,5.6554275
Michael A. Nielsen_2002_Quantum information science and complex quantum sy_intro.txt,16,3.302162,2.7671373
Michael A. Nielsen_2002_Quantum information science as an approach to comp_intro.txt,16,3.297285,2.764832
Michael A. Nielsen_2004_Fault-tolerant quantum computation with cluster st_intro.txt,-1,0.09885378,6.627862
Michael A. Nielsen_2005_Algebraic and information-theoretic conditions for_intro.txt,25,-1.900516,7.7952433
Michael Ben-Or_2013_Quantum Refrigerator_intro.txt,28,-0.22847822,6.7902894
Michael Beverland_2021_Surface code compilation via edge-disjoint paths_intro.txt,17,1.6769525,7.5889473
Michael Brannan_2025_A quantum Frucht's theorem and quantum automorphis_intro.txt,0,5.2500916,2.5954726
Michael E. Beverland_2018_The role of entropy in topological quantum error c_intro.txt,17,1.3727366,8.538332
Michael Epping_2022_Hybrid simplification rules for boundaries of quan_intro.txt,-1,-0.74751925,5.4087114
Michael Hanks_2023_Noise-tailored Constructions for Spin Wigner Funct_intro.txt,12,3.6648958,2.7441163
Michael J. Gullans_2019_Dynamical purification phase transitions induced b_intro.txt,29,0.28644502,6.2887454
Michael J. Gullans_2019_Scalable probes of measurement-induced criticality_intro.txt,11,2.3491044,4.184145
Michael Krebsbach_2022_Optimization of Richardson extrapolation for quant_intro.txt,24,-1.8315737,5.7397738
Michael N. Leuenberger_2004_Fault-tolerant quantum computing with spins using _intro.txt,20,1.5351135,4.918024
Michael R. Geller_2013_Efficient error models for fault-tolerant architec_intro.txt,27,-0.8717264,7.052518
Michael R. Geller_2021_Quantum simulation of operator spreading in the ch_intro.txt,-1,-1.2660711,5.0118937
Michael Spanner_2023_Quantum Relativity_intro.txt,12,3.6368687,3.2183428
Michael Vasmer_2018_Three-dimensional surface codes- Transversal gates_intro.txt,17,1.8404512,8.166811
Michel Enock_2019_Locally compact quantum groupoid_intro.txt,0,5.9174128,3.0703354
Michele Marrocco_2015_Can classical physics agree with quantum physics o_intro.txt,6,4.1834097,3.853011
Michele Mosca_2008_Quantum Algorithms_intro.txt,14,0.5728612,3.8790898
Michele Mosca_2019_Factoring semi-primes with (quantum) SAT-solvers_intro.txt,-1,0.2586,5.8157477
Michele Pacenti_2024_Progressive-Proximity Bit-Flipping for Decoding Su_intro.txt,17,1.615536,8.966651
Micho Durdevich_1999_Affine Structures on Quantum Principal Bundles_intro.txt,0,5.6871877,3.4933157
Micho Durdevich_2000_General Spinor Structures on Quantum Spaces_intro.txt,0,5.520823,3.5496135
Miha Papič_2025_Near-Term Fermionic Simulation with Subspace Noise_intro.txt,24,-1.3838322,5.9528975
Miho Fuyama_2025_Quantum-like cognition and decision making in the _intro.txt,12,3.5605147,3.155174
Mikael Lassen_2013_Gaussian error correction of quantum states in a c_intro.txt,5,1.8479389,1.827387
Mikhail G. Ivanov_2015_On uniqueness of quantum measurement theory_intro.txt,12,3.5897727,2.981745
Mikhail Y. Shalaginov_2022_Quantum Proof of Work with Parametrized Quantum Ci_intro.txt,-1,1.2811533,1.552315
Milena Harned_2024_Khovanov homology and quantum error-correcting cod_intro.txt,-1,0.6622753,9.045463
Min Huang_2024_Positivity for quantum cluster algebras from orbif_intro.txt,0,5.830383,3.2203467
Min Liang_2010_A note on threshold theorem of fault-tolerant quan_intro.txt,-1,-0.29799148,7.4205947
Min Ye_2025_Quantum error correction for long chains of trappe_intro.txt,-1,0.9973408,7.9896197
Min-Hsiu Hsieh_2007_General entanglement-assisted quantum error-correc_intro.txt,-1,-1.522859,8.501653
Min-Hsiu Hsieh_2008_Entanglement-assisted Coding Theory_intro.txt,-1,-1.6505843,8.758065
Min-Hsiu Hsieh_2010_NP-hardness of decoding quantum error-correction c_intro.txt,-1,0.23535523,9.286485
Mina Doosti_2021_On the Connection Between Quantum Pseudorandomness_intro.txt,12,3.7419527,2.7157376
Minesh Patel_2022_Enabling Effective Error Mitigation in Memory Chip_intro.txt,2,3.6837008,5.007673
Ming Gong_2019_Experimental exploration of five-qubit quantum err_intro.txt,8,2.1937544,7.2915115
Ming Lu_2025_Analogue of Feigin's map on $imath$quantum group _intro.txt,0,5.906888,3.0483086
Ming Yuan_2022_Construction of Bias-preserving Operations for Pai_intro.txt,30,-0.31905994,8.808828
Ming-Cheng Chen_2018_Emergence of Classical Objectivity of Quantum Darw_intro.txt,-1,1.3338774,3.9826365
